,average_rating,author_id,text_reviews_count,name,ratings_count
597,4.03,1937943,16,J. Nelson Kraybill,70
598,3.57,3283233,2,Rick Johnston,7
599,4.18,86452,206,Angus Fletcher,6013
600,3.98,54622,587,N.C. Wyeth,8950
601,3.49,736431,27,Kate Proctor,154
602,2.94,5171777,11,Jay DiNitto,16
603,3.94,3344231,9,Matt DeBenedictis,18
604,3.06,196767,49,Katrina Britt,294
605,3.46,226710,57,Alison Pollet,456
606,3.23,206495,467,Sally Wentworth,3118
607,4.02,68900,2896,Debra Webb,29375
608,3.87,30748,2661,Margery Allingham,39056
609,4.15,12772,14731,Warren Ellis,344307
610,4.28,12771,4099,Darick Robertson,157674
611,4.15,5158478,55952,Anonymous,1070234
612,4.13,14529,274,Yuki Shimizu,9177
613,4.10,15176377,47,Zhi Shui yuki,1226
614,4.00,5989065,5,Corey Adams,12
615,3.86,130617,256,Usamaru Furuya,2951
616,3.87,4798562,6767,Caitlin R. Kiernan,72120
617,4.12,2767108,103,Richard A. Kirk,938
618,3.90,54544,348,Deborah Kogan Ray,1281
619,4.08,14859335,245,Janae Keyes,499
620,4.14,1935000,35406,Elle Kennedy,342009
621,4.12,838721,12,Kenneth Dodson,88
622,4.34,2737,10317,Max Lucado,221801
623,3.96,16839,3544,James Thurber,34511
624,3.71,291815,1380,Patricia McLinn,18613
625,3.63,15661,252,Minister Faust,1580
626,3.72,86277,106,Michael T. Klare,1069
627,4.18,4951964,8895,Shelly Crane,155764
628,4.04,4381074,183,Darren Humphries,1650
629,4.31,13681001,12,A.M.H. Johnson,13
630,3.62,8396171,8,Paola Grimaldi,21
631,3.82,5339130,9329,Skye Warren,73185
632,3.95,695820,386,Catherine Kean,4967
633,3.46,590726,43,Esteban Valentino,460
634,4.02,2531685,1475,Nick Pirog,12530
635,4.13,7032108,3533,Alexis  Hall,13872
636,3.96,4601173,27,Catherine Cate Coblentz,140
637,4.01,20575,2677,Daniel Pinkwater,19041
638,3.76,5364942,165,Sean-Paul Thomas,389
639,3.14,14040019,25,Flora A. Gallert,88
640,3.86,38631,1493,Gordon R. Dickson,45174
641,4.06,14212213,27,Dana   Lyons,72
642,4.00,6505161,1,Ronny Miron,1
643,4.27,3310808,241,Colleen Carroll Campbell,1847
644,3.76,2966342,447,Michela Murgia,3433
645,3.67,1242951,1,Ali Saleem,3
646,4.10,172003,121,Irvin S. Cobb,1715
647,4.00,1919189,16,Bob Bergin,58
648,3.66,20010,132,Andy Collins,5384
649,3.89,16207,196,Skip Williams,17297
650,3.91,50802,489,James Wyatt,13676
651,3.92,25492,3380,Nikki Grimes,16920
652,4.06,2731811,170,Kirstyn McDermott,620
653,4.06,113328,1518,Elizabeth Jane Howard,14757
654,3.95,5316545,274,Manuela Francescon,1515
655,3.72,7084,5112,Karl Marx,125978
656,4.32,7033847,4,Nail Satligan,19
657,4.00,15098044,643,Stacey Alabaster,3369
658,3.85,2934796,85,Kasper Hauser,408
659,3.48,179182,74,Robert Baedeker,392
660,3.85,179179,90,Dan Klein,433
661,3.85,179180,76,John Reichmuth,360
662,3.85,179181,76,James Reichmuth,360
663,1.00,14688785,1,twr `lm khlyl 'myn~,1
664,4.58,3370827,110,Brenda Tetreault,236
665,4.50,14172227,1,mZhr lwys,4
666,3.43,5784316,7,Trq `bd lHlym,30
667,3.10,6471068,15,hny lsb`y,39
668,3.91,7171813,3,'bw qtd@ lflsTyny,11
669,4.50,14172229,1,'bw mry@ lqHTny,4
670,4.50,14172327,1,'bw l`bs lshmy,4
671,3.97,8421046,110,Meredith O'Reilly,706
672,3.74,13994785,11,T.J. Shortt,38
673,4.02,34765,3176,Mark Frost,30381
674,3.99,3413185,1232,Tim Weaver,9645
675,3.88,2733338,19,David Bauckham,33
676,3.43,16686958,1,Nelly Grant,7
677,3.94,17015,54650,P.C. Cast,1859975
678,3.93,17010,49768,Kristin Cast,1765605
679,3.66,2387518,281,Edwina Wren,1113
680,3.65,2874334,589,Therese Walsh,2588
681,3.83,332941,73,Gayle Eden,1073
682,3.74,193436,8,W. Curtis Preston,99
683,4.13,6378,7478,Hans Christian Andersen,258513
684,4.09,571183,17,Michael Redgrave,86
685,3.70,3347387,114,Geoffrey Neil,693
686,3.66,8715,1978,Maureen Child,26412
687,3.94,4109302,1178,Diane  Adams,8404
688,3.33,1218314,1,The Barbi Twins,3
689,3.75,22475,488,John McNally,2583
690,4.46,7340907,3687,Sui Ishida,120315
691,3.58,594436,131,Nigel Fairs,945
692,4.03,194961,67,Robert Frager,971
693,4.17,6904638,1515,Hmd shmlw,31588
694,3.95,330649,608,Dean Lorey,7421
695,3.50,8409236,2,Agneta Malmborg,2
696,4.16,4716240,36,Aija M. Butler,98
697,4.50,6566847,3,Thornne Xaiviannt,4
698,4.18,570218,9141,Dalai Lama XIV,179842
699,3.95,3486415,27640,Amanda Hocking,388249
700,3.86,4397603,320,Natalie Palmer,6921
701,3.98,569269,52416,Jay Asher,633597
702,3.91,2930346,761,Judy Christie,7530
703,3.69,178000,105,Albertine Sarrazin,935
704,3.67,15016585,1,Tarik Alemdar,3
705,3.60,2654606,4087,Kitty Thomas,37728
706,3.94,165172,95,William Marshall,860
707,4.15,340148,260,Debby Giusti,1635
708,3.00,7170883,1,Leando Franca,1
709,3.73,2918731,3129,Aliette de Bodard,15983
710,3.84,106843,856,G.A. Henty,18375
711,3.74,6547911,2546,Yangsze Choo,14336
712,4.03,1580,703,Humphrey Carpenter,17046
713,4.26,4134859,6315,Jessica Shirvington,69650
714,3.87,2347982,164,Rebecca Macauley,471
715,3.80,4441913,856,Lecia Cornwall,3612
716,3.75,13848246,2,Tito Martinez,4
717,3.45,1415302,226,Sarah Mallory,1270
718,4.33,16465599,2,Samuel Nygard,6
719,4.02,3706,95836,George Orwell,4453770
720,4.00,1194,17797,Richard Dawkins,472422
721,3.87,1193527,48,Ruth Strother,166
722,3.93,4019418,64,Sharon M. Johnston,100
723,3.80,2919056,660,Leigh Russell,6311
724,3.86,159041,102,Tara Bennett-Goleman,877
725,3.33,4344473,5,zhr@ `mr,15
726,3.27,251128,58,Susanne McCarthy,405
727,4.01,30697,25,August Kubizek,213
728,4.10,215034,78,Geoffrey Brooks,1053
729,4.22,30702,940,Ian Kershaw,16034
730,3.17,30691,2426,Adolf Hitler,25896
731,3.68,130541,370,Bob Shaw,4332
732,3.49,25205,1473,Gordon Dahlquist,10439
733,3.26,876403,434,Anna Jansson,4330
734,3.29,5146047,81,Sirkka-Liisa Sjoblom,655
735,4.18,15451907,38,Mihir Desai,212
736,4.01,1776528,232,Patti Digh,2851
737,3.84,1428675,5262,Beth Fantaskey,59233
738,3.95,181070,34,Walter Scheidel,221
739,3.79,99117,5525,Sarah Beth Durst,36598
740,4.13,14865445,367,Emily Bain Murphy,1246
741,3.91,4112015,460,Jerdine Nolen,2492
742,3.22,15451909,1,Michelle  Henninger,9
743,4.50,8015953,1,City Lights Historical Library,6
744,3.81,4741881,360,Donna White Glaser,2976
745,3.48,7145403,149,Kayla Lords,1880
746,3.76,39464,2220,Monica Ferris,25685
747,3.97,3009736,1856,S.J. Frost,14313
748,3.43,51289,1989,James Lincoln Collier,16010
749,3.54,141619,110,Lee Lorenz,775
750,4.63,5011219,65,K.C. Sprayberry,176
751,3.95,7529792,19,Salinas Press,310
752,3.60,97184,783,Massimo Carlotto,5346
753,3.73,14874556,98,Greg  Jenner,765
754,3.97,13684594,129,Matthew Lloyd Davies,289
755,4.08,198684,33,Olivier Zunz,252
756,3.49,619932,337,gly trqy,4046
757,4.10,2572,2229,Rumer Godden,19166
758,4.34,15207082,167,Claire Luana,378
759,3.84,41495,464,Romain Rolland,7490
760,3.60,2532316,65,mHmd mjlsy,423
761,3.49,3112956,21,mSTfy khml pwrtrb,308
762,3.65,1049088,23,Stewart Alsop,85
763,3.56,6536006,30,John        Baker,116
764,4.23,45317,2470,Allan Ahlberg,44985
765,4.36,5340891,469,Kichiku Neko,4039
766,4.36,5340892,456,TogaQ,3959
767,4.36,7224524,454,Guilt Pleasure,4004
768,3.66,6426133,342,E.E. Ottoman,1247
769,3.92,4039443,2,Jon   Gibbs,13
770,3.80,2924831,584,Jerrica Knight-Catania,6564
771,3.89,762361,90,Brett Williams,275
772,3.87,14166772,2178,May Sage,16069
773,4.30,7248681,7,Kevin Trout,30
774,4.37,38550,135990,Brandon Sanderson,2062308
775,3.96,263660,874,Aliyah Burke,11131
776,3.84,3001335,272,Susan Santangelo,2892
777,2.83,2770657,2,Stefan Spies,12
778,3.69,33919,18293,Jeff VanderMeer,147402
779,3.47,4671437,156,Einari Aaltonen,1362
780,4.33,3459410,185,Genevieve Scholl,389
781,3.68,4419420,228,Ines de La Fressange,2765
782,3.99,21155,11050,Susan Wiggs,153837
783,4.05,86098,2222,Clarice Lispector,26735
784,5.00,16985998,1,Aracy Balabanian,1
785,3.16,776431,8,Mark Inglis,58
786,4.10,3080840,3,Henry P. Bowie,21
787,4.00,8685,22944,Mercedes Lackey,810564
788,3.76,8368791,1043,Claire  Adams,18328
789,3.37,576434,8,Darrel Hess,121
790,3.61,11291359,53,Dennis G. Tasa,683
791,3.92,1284643,112,Moony Witcher,5243
792,3.74,5339078,7,Ilaria Matteini,325
793,4.38,14261974,2,Nathan Perl-Rosenthal,8
794,3.71,156642,165,Brian Murphy,1189
795,3.89,156644,25,Vesta Sarkhosh Curtis,158
796,3.33,156645,270,Anna David,1849
797,3.53,97671,195,Alexandre Jardin,4344
798,4.06,1214192,2,Ingrid Monchy,18
799,3.44,16598876,3,Ana Meyling,9
800,4.04,5080,7134,Mary Alice Monroe,74947
801,3.75,40983,3955,Elizabeth Hand,30458
802,3.97,110984,99,Bayard Taylor,2064
803,3.79,285217,5873,Johann Wolfgang von Goethe,157535
804,3.81,5414173,19,Vahur Kersna,224
805,3.86,147736,762,Chris Matthews,7324
806,3.31,834211,12,Penelope Stone,55
807,4.25,13901,2239,Richard Scarry,119425
808,3.85,3370555,3453,Annabel Joseph,37495
809,3.38,274512,100,David Shipley,381
810,3.81,274511,7441,Will Schwalbe,43705
811,4.12,734698,339,M. Quraish Shihab,3945
812,5.00,808263,1,James A. Kimple,2
813,3.79,7303102,102,Lesley L. Smith,122
814,3.91,5352392,470,Lisa Blackwood,3945
815,3.75,8759,4321,Julian Fellowes,31007
816,3.91,5048266,7,Halvor Kristiansen,56
817,4.28,2993356,3561,Helen Hardt,38199
818,4.44,193655,364,Thomas Watson,3060
819,4.50,14878027,2,J. L. Raimundo,2
820,3.85,178235,1538,Tanya Anne Crosby,17784
821,4.00,14237723,3,Irene Wieser & Nina Waitz,5
822,3.55,13465671,223,Nicole Fox,1456
823,4.01,67970,18,Cynthia Weber,110
824,4.01,103961,30,Albert J. Raboteau,360
825,4.28,1020792,27166,Antoine de Saint-Exupery,911558
826,4.17,354559,86,Eugenio de Andrade,828
827,4.31,5138534,10,Joana Morais Varela,123
828,3.76,4128,12883,J.M. Coetzee,170316
829,3.50,8619977,33,Arabella Kurtz,211
830,3.97,84823,163,James L. Halperin,1672
831,3.95,5821280,19,Mari Farthing,37
832,4.00,5821270,22,Lena Brown,44
833,3.59,4807115,26,Heather Dearly,94
834,3.69,368111,113,Kelly Parra,553
835,4.13,4459021,37,Jenny Peterson,79
836,3.98,6430546,45,Aaron   Smith,186
837,4.12,198444,2,Nicholas A. Brawer,16
838,4.12,3977902,2,Jero Phillips,16
839,2.60,15486288,1,Massimo Romagnoli,5
840,4.07,325185,22,Sydney E. Ahlstrom,147
841,3.82,23125,66,David D. Hall,473
842,3.77,609422,419,Shelley Rotner,1384
843,3.91,892,38,David A. White,266
844,4.24,335856,11,Ellen Shire,34
845,4.33,516921,576,Gloria E. Anzaldua,15549
846,4.12,4562483,15403,Sylvain Reynard,272804
847,4.17,320332,15,Sandra N. Elbaum,159
848,3.69,967397,3,Dorothy Bukantz,13
849,3.74,163,3509,Marguerite Duras,50771
850,3.47,2936530,11,Tereza Coelho,119
851,4.13,3116117,268,Elizabeth Loraine,2262
852,4.01,156503,272,Bruce Fife,2513
853,4.19,151388,74,Russell L. Blaylock,595
854,4.17,17200611,2,Brian Elstak,6
855,3.33,5245154,46,Karin Amatmoekrim,395
856,3.66,5775630,155,Savanna Fox,939
857,4.89,16026530,1,Sadie K. Frazier,9
858,4.17,1506,1198,Elisabeth Kubler-Ross,31806
859,4.01,647438,6820,Andrea Hirata,69690
860,3.86,5435058,27,Cody  Walker,160
861,3.94,518734,76,Timothy Callahan,674
862,3.96,5364295,13,Ean Moody,92
863,4.05,492992,165,Julian Darius,1076
864,3.69,380673,68,A. David Lewis,355
865,3.95,3077559,41,Patrick Meaney,423
866,3.85,4151460,26,Chad Nevett,239
867,3.91,4775981,31,Ross Payton,223
868,3.94,15392,1359,Peter Sanderson,48841
869,3.99,5364294,14,Caleb Stokes,150
870,4.08,5364293,29,Kevin Thurman,259
871,3.85,186643,11,Frank Fiore,68
872,2.61,556176,6,Sandi Gelles-Cole,23
873,4.54,13487635,145,Brooke May,222
874,4.09,11957,2405,James Scott Bell,21912
875,4.03,50071,2145,Bohumil Hrabal,26264
876,5.00,6864148,2,Susan Harris O'Connor,12
877,4.40,5829362,30,Diane Rene Christian,136
878,4.60,7420298,9,Mei-Mei Akwai Ellerman,45
879,3.73,227429,288,Serge Brussolo,6319
880,4.17,55791,1279,Florencia Bonelli,14559
881,3.91,12695,6551,Christina Dodd,126354
882,4.68,4538804,113,Chantal Bellehumeur,207
883,3.70,35422,604,Edward Packard,7722
884,4.07,8442032,384,Melissa  Jane,1414
885,3.72,2853833,10,Eric Cherry,113
886,3.33,5347217,1,Jennifer Bach,6
887,3.33,5347218,1,Amy Brost,6
888,3.72,42275,100,Judith Mitchell,2432
889,3.69,52432,79,Stanley G. Payne,545
890,4.80,15024396,9,Toni Cox,25
891,4.00,7214107,21,Tessy Rawlins,354
892,4.21,4524500,21,Celso Cukierkorn,164
893,4.05,1244,73268,Mark Twain,4087862
894,2.86,2779162,22,Martijn J. Adelmund,103
895,3.97,7133378,2140,Alexis Noelle,8567
896,3.77,254202,21,Roger Alan Skipper,87
897,3.53,5831332,19,Oystein Runde,129
898,3.70,7519603,2,Ida Neverdahl,20
899,3.84,6579126,1687,Pip Ballantine,13865
900,3.87,460870,1817,Tee Morris,15859
901,3.56,5206280,11,Frode Eie Larsen,64
902,3.81,1856577,48,Anna Brzezinska,1413
903,4.27,404567,140,Rice Broocks,1394
904,4.56,2864316,197,Laura Story,1132
905,4.03,8145659,72,Dale Partridge,648
906,4.05,3261733,821,Blake Mycoskie,7786
907,4.02,4043,7107,Wilbur Smith,191498
908,2.33,8559303,1,syrws khwpl,3
909,3.55,801962,74,Melissa Wyatt,368
910,3.46,4518555,9,Harvard Health Publications,71
911,3.78,150037,678,Ward Just,5885
912,3.92,4052252,1327,Marissa Farrar,6835
913,4.23,7417657,832,Cook's Illustrated Magazine,31181
914,4.01,45429,6916,Jeffrey Brown,69611
915,3.76,72043,467,John D. Barrow,5475
916,3.52,61625,91,Frank J. Tipler,683
917,3.67,1461,9706,Gustave Flaubert,226017
918,3.56,127738,67,Alexis Stamatis,953
919,3.73,202258,38,David Connolly,317
920,3.76,2047242,4048,Stephani Hecht,58909
921,4.00,61099,590,Paul Greenberg,5056
922,3.72,114626,526,Christopher Lane,2769
923,3.68,161054,3153,Hakan Nesser,41155
924,3.96,6458644,159,Eva K'neva,1202
925,3.95,13260036,16,Salil Jha,40
926,3.78,137386,3464,Vicki Pettersson,52887
927,3.65,58013,1023,Johanna Sinisalo,8289
928,3.55,623602,378,Herbert Lomas,2501
929,3.74,1880316,567,Sharon Ashwood,5646
930,3.85,44540,1578,Jan Burke,19492
931,4.23,46782,22,Juliette Morillot,228
932,4.24,5822041,3121,Eduardo Galeano,30778
933,3.52,7379968,183,M.P. Cooley,844
934,3.95,5784640,263,Marlayna Glynn,2081
935,3.90,673768,7,Homer W. Sykes,40
936,3.91,721481,821,Elisabeth Waters,30534
937,3.47,980713,486,Annie Burrows,3268
938,3.75,8293670,5,Sekji Ani,12
939,3.59,4829338,2296,Charles River Editors,22367
940,3.67,14106216,480,Selina Coffey,1704
941,3.61,174946,276,Jack Goldstein,6209
942,3.90,6206,5202,Jenny Nimmo,165124
943,3.94,7722,729,Louise Borden,3279
944,3.91,289245,869,Robert Andrew Parker,14163
945,4.06,7195,28600,John Boyne,437743
946,3.86,5862584,91,Ivan Repila,396
947,4.04,6259,6083,Kay Hooper,155831
948,4.00,73435,41,Maxine Chernoff,315
949,4.04,13490770,632,Ivy Smoak,4445
950,3.91,5080042,1108,Brandon Shire,4457
951,4.12,6693826,106,Seth Andrews,949
952,3.51,5820186,41,Brandon R. Luffman,131
953,4.01,373526,11,Elisa Springer,115
954,4.03,5827833,367,Kristina Knight,1588
955,3.62,2864598,188,Debra Glass,1719
956,3.23,1245772,17987,Herman Koch,130391
957,3.31,8523581,3,Kees Hulst,13
958,4.05,347654,149,Adian Husaini,935
959,3.80,5194,45701,Michael Crichton,1999836
960,3.97,40573,1204,Frank  Muller,9000
961,4.24,8106692,311,Adam Dreece,624
962,3.83,118424,10,Paul Kendall,82
963,3.90,7085769,20,Brie McGill,48
964,3.91,6429866,197,Brandy Nacole,336
965,3.83,4191,27743,Emily Bronte,1046247
966,3.99,3114377,19,Emili Bronte,430
967,4.18,865,4888,Robert Greene,83254
968,4.18,12331,3122,Joost Elffers,53352
969,4.12,4882127,27757,Rachel Van Dyken,269026
970,3.76,7302191,29,Shea Norwood,58
971,4.03,1441,21402,Ted Dekker,360209
972,3.75,4028753,55,Jan Steemers,366
973,4.00,22543,1276,Meredith Ann Pierce,25210
974,4.71,5139621,16,Dave  Moore,31
975,3.42,565621,36,John A. Andrews,245
976,3.80,870,1304,Holly Lisle,22830
977,3.94,344352,627,Kim Wilkins,5602
978,3.77,5137727,142,Julia Hughes,560
979,4.14,1654,106290,Terry Pratchett,3267646
980,3.98,2785687,353,Piotr W. Cholewa,12700
981,3.83,31227,982,Kayla Perrin,9363
982,3.94,175979,130,Alan Dundes,1711
983,3.85,7020049,1,Francesco Bertolino,55
984,4.05,15058478,135,Jacque Stevens,180
985,4.15,4610,32142,John Sandford,665039
986,4.24,250363,186,Antonia Barber,2020
987,3.94,45642,1083,Meilo So,4271
988,3.52,6965675,161,Katelyn Skye,1749
989,3.82,358318,8,Linda S. Budd,62
990,4.27,738091,1380,P.J. Lynch,19776
991,3.98,8445092,134,T.M. Mendes,1742
992,4.13,13557729,9238,Daniel Abraham,167102
993,4.37,346732,164622,George R.R. Martin,4277240
994,4.09,14653917,4,Michael Forcier,11
995,4.10,30195,2535,Mario Benedetti,32727
996,3.67,41000,17,Barbara Knox,60
997,3.45,104702,37,Don L. Curry,232
998,3.52,8118587,221,April  Andrews,1879
999,4.16,1425903,735,Andre Dubus,8796
1000,4.01,29185,624,Sarah Kane,9476
1001,3.77,64497,35,John August,374
1002,2.00,15503315,1,Gerard Lelarge,2
1003,2.75,15503316,1,Jean-Claude Biver,4
1004,4.21,2448,43173,Arthur Conan Doyle,1424024
1005,3.36,73182,1209,Deborah Copaken Kogan,7250
1006,3.63,159,15654,Henry James,273349
1007,3.96,921548,98,Leon Edel,927
1008,3.38,4119242,415,Andrew  Grant,1988
1009,4.22,5407382,23,Christopher  Wood,346
1010,4.10,46393,54,Roland Allen,423
1011,3.69,415549,15,Cyrille Offermans,64
1012,4.02,13275,18513,Charles Bukowski,444272
1013,3.94,13296,18,Todd Davis,200
1014,3.86,13295,10,Marc Frey,88
1015,2.89,828228,3,Barry Wells,9
1016,3.96,7128,176259,Jodi Picoult,2963318
1017,3.81,880695,24695,H.G. Wells,787462
1018,4.06,8509911,14,Ray   Green,83
1019,4.39,7016896,25,Ruth Whenham,69
1020,4.65,7016898,10,Emma K.L. Hunt,23
1021,3.93,240576,71,Danya Ruttenberg,430
1022,4.31,656983,96666,J.R.R. Tolkien,6424927
1023,4.09,703849,136,rD `lyzdh,1044
1024,3.72,7248274,799,Liv Bennett,10610
1025,4.13,5297,966,John Muir,11398
1026,4.08,348174,25,Judith Draper,248
1027,4.21,188424,13,Debby Sly,120
1028,4.08,335510,12,Sarah Muir,106
1029,3.50,547708,4,Dennis E. Bolen,38
1030,3.78,1217665,4034,Hannah Moskowitz,19809
1031,3.38,7506055,610,Kat Helgeson,1817
1032,3.64,9845097,27,Chad Evercroft,266
1033,3.96,4837368,45,Robin  Murphy,147
1034,3.99,4574836,22,Fuuko Minami,229
1035,3.91,4574828,30,Erii Misono,271
1036,3.95,31234,1928,Len Deighton,63021
1037,3.97,1330292,108829,Maggie Stiefvater,1144302
1038,4.32,2860116,198,Maria do Carmo Figueira,3111
1039,4.13,53283,875,Scott Kelby,14372
1040,4.00,21706,3,Jeffrey Scheuer,19
1041,4.12,17059,19242,Lynsay Sands,445073
1042,3.76,5696316,5,Swfy 'bw Tlb,51
1043,4.22,233619,5926,Marcel Proust,78519
1044,2.78,4458949,4,Vasile Savin,69
1045,4.24,6886477,122,T.A. White,2004
1046,3.81,3170434,96,Missy Martine,838
1047,4.23,70670,123,Peter Darman,2556
1048,3.72,3370,2146,Geneen Roth,18224
1049,4.00,13388,19260,Shirley Jackson,244025
1050,3.95,3954869,15,Paula Kuffer Dinerstein,64
1051,3.91,21700,32,Matt Weinstein,172
1052,4.08,21699,25,Luke Barber,117
1053,3.98,21702,841,Barbara Bottner,4492
1054,4.18,26181,2806,Peggy Rathmann,68723
1055,3.88,21701,3508,Mari Mancusi,44780
1056,3.80,21705,38,Rick Tramonto,283
1057,3.85,21704,78,Mary Goodbody,694
1058,4.15,75038,67,Tim Turner,1180
1059,4.16,6551449,144,Tara Laskowski,538
1060,4.39,8341231,821,Kristen Luciani,1247
1061,4.30,726739,3,Sean Kissane,27
1062,4.13,26359,463,Leonora Carrington,4241
1063,3.77,67834,151,Neil Bartlett,1448
1064,3.77,14404,305,Samuel Hynes,3394
1065,3.82,133890,1623,Janet Tashjian,12110
1066,3.92,3211011,913,Jake Tashjian,6589
1067,4.00,277189,6433,David Rosenfelt,53202
1068,4.41,2901559,1712,Jun Mochizuki,75063
1069,4.33,1411091,9956,Tomo Kimura,581968
1070,3.96,60913,1491,Eula Biss,10848
1071,3.50,16521642,2,Elizabeth  Wolfe,14
1072,4.09,65977,31,Stan Lynde,172
1073,3.58,269130,149,Stephen May,851
1074,3.30,7788171,80,Eliza Robertson,261
1075,4.12,10182,10151,Mike Mignola,248885
1076,3.97,197005,2284,John Arcudi,29437
1077,4.02,4615365,1210,Tyler Crook,11002
1078,4.03,18833,11429,Dave Stewart,213024
1079,4.17,63770,1306,Duncan Fegredo,21113
1080,4.15,17303138,2963,Dave   Johnson,66233
1081,3.50,14563732,1,Khristina Phragkeskake,2
1082,4.04,12937,10777,Brenda Novak,87977
1083,3.94,14318702,27,Monique Makena,53
1084,4.09,108907,337,Deborah Challinor,4025
1085,4.50,4554320,1,Nancy McCormick Rambusch,2
1086,3.45,6976762,33,Paul          Smith,243
1087,4.23,4430,57209,Sherrilyn Kenyon,1272781
1088,3.82,473481,1488,Holter Graham,6082
1089,4.40,7207291,7,Courtney Miller,15
1090,3.94,143971,10,Peter H. Selby,181
1091,3.72,136558,59,Maggie Hyde,569
1092,3.70,3979348,20,Michael McGuiness,159
1093,3.41,848452,14,slmn hrty,56
1094,4.33,14555,610,Clayborne Carson,13974
1095,4.57,143970,30,Peter Holloran,268
1096,3.97,2942393,847,Keith David,46347
1097,4.44,691354,40,Jay Gregory,243
1098,3.98,3020190,11,Giannes Ioannides,64
1099,4.31,3400717,515,J.D. Greear,4270
1100,4.32,847789,9450,Timothy J. Keller,125125
1101,3.47,36120,1989,Heidi Julavits,12167
1102,4.16,6252,40973,Robert Jordan,1809448
1103,3.89,41180,404,Joachim Korber,7848
1104,4.45,1943477,78754,Kathryn Stockett,1638936
1105,3.70,795116,207,Laura Beck,1790
1106,3.89,656415,107,Franz Magnis-Suseno,1136
1107,4.13,2400529,1,Sokari Ekine,23
1108,3.71,5740703,5,Nathan Eagle,31
1109,3.99,2853809,652,Joyce Wan,3095
1110,3.83,142160,1078,Angela Thirkell,8121
1111,4.02,38951,17318,John Connolly,179327
1112,5.00,14511283,1,Sheryl Hames Torrres,1
1113,4.03,13554,7590,Carolyn Brown,125716
1114,3.85,6991727,2,Dana Drabova,13
1115,3.75,7579616,2,Jiri Drahos,12
1116,3.00,17045137,1,Vladimir Teplan,1
1117,3.00,17045138,1,Julius Lukes,1
1118,3.00,9872245,1,Helena Illnerova,1
1119,3.00,17045139,1,Graciela Chichilniski,1
1120,3.63,457894,33,Elizabeth Waite,291
1121,4.62,1270347,3,A. Sanders,8
1122,3.85,71956,3063,Javier Marias,25927
1123,3.73,24758,21842,Margaret Jull Costa,385440
1124,4.41,592389,26,Gray Jacobik,129
1125,3.92,818508,121,Elaine Cantrell,265
1126,3.88,83354,505,Gail Gaymer Martin,3396
1127,3.92,12424,20616,Brian Michael Bendis,354528
1128,3.89,14613,4550,Stuart Immonen,66122
1129,3.55,93103,1005,Brandon Peterson,11393
1130,4.21,8196089,407,Alora Kate,1150
1131,4.11,390509,3666,John Allison,30618
1132,4.15,14676997,1662,Max Sarin,16286
1133,3.87,6582688,28,R.C. O'Leary,98
1134,3.82,296961,17815,Paul Auster,249894
1135,4.23,4406238,15,Jadwiga Maurizio,97
1136,2.69,5096033,2,Roberto Valencia,32
1137,3.89,2923898,28,V.P. Malik,410
1138,3.87,1731936,993,Tara West,6531
1139,3.49,59972,3595,Kate White,32043
1140,3.88,9226,18555,William Gibson,480152
1141,4.07,7893815,31,slm `md,124
1142,3.79,91382,1206,M.L. Rhodes,15709
1143,3.94,8214,11599,Andrew Gross,250243
